,id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
9235,6762827788,42631,5,3.0,7.65491704784832,8.568076401730806,2.0,0,0,3,7,7.421177528595393,6.089044875446846,2002,0,122051,52.7749,-114.462,7.65491704784832,8.568076401730806,2,57,12.560247968016562
9236,6762827955,42631,4,2.5,7.5678626054638825,8.644354337032917,2.0,0,0,3,8,7.5678626054638825,0.0,2013,0,122039,52.4902,-114.442,7.560080465021827,8.527143522269405,3,63,12.54254845357358
9237,6762828063,42631,3,2.5,7.340186835320115,8.893023494394711,1.0,0,0,3,7,6.985641817639208,6.133398042996649,1974,0,122040,52.5402,-114.512,7.107425474110705,8.77043908654689,3,50,12.53897064502647
9238,6762829599,42631,4,2.5,7.824445930877619,9.175231194862615,1.0,0,0,3,8,7.5126175446745105,6.508769136971682,1979,0,122018,52.5437,-114.533,7.824445930877619,9.08704215563169,3,59,12.394628892852941
9239,6762830154,42631,3,1.0,7.1631723908466425,9.044403844431551,1.0,0,0,4,7,6.878326468291325,5.771441123130016,1966,0,122018,52.5354,-114.561,7.170888478512505,8.902591637374087,1,68,12.323860125621126
9241,6762830441,42631,3,1.0,7.048386408721883,8.93075873555827,1.0,0,0,4,6,7.048386408721883,0.0,1958,0,122046,52.6913,-114.374,7.115582126184454,8.93075873555827,2,59,12.278397958261774
9242,6762830622,42631,3,2.5,7.237778191923443,7.804251383528112,2.0,0,0,3,7,7.237778191923443,0.0,2009,0,122051,52.7598,-114.459,7.237778191923443,7.804251383528112,1,53,12.249136924251182
9243,6762830919,42631,3,1.0,7.32052696227274,8.37816098272068,1.5,0,0,5,6,7.32052696227274,0.0,1913,0,122068,52.4352,-114.177,7.099201743553092,8.612685172875459,3,60,12.180759965737863
9244,6762831067,42631,3,1.0,7.186144304522325,8.87570644462861,1.0,0,0,4,6,7.186144304522325,0.0,1961,0,122072,52.5157,-114.41,6.976348070447749,8.999742789830492,3,71,12.128116509451258
9245,6762831329,42631,4,2.0,7.273092595999522,8.941414628006845,1.0,0,0,4,5,7.273092595999522,0.0,1943,0,122053,52.738,-114.373,7.273092595999522,8.955577146281511,3,54,11.995357787034976
9247,6762816009,42632,2,1.5,7.099201743553092,8.517393171418904,1.5,0,0,5,6,7.099201743553092,0.0,1907,0,122007,52.9093,-114.587,7.359467638255621,8.517393171418904,3,66,13.329379172803593
9248,6762818148,42632,4,2.0,7.58629630715272,8.165079258805068,1.0,0,0,5,8,6.93828448401696,6.846943139585379,1969,0,122006,52.9173,-114.504,7.409136443920128,8.360773272144936,1,66,13.190023895035274
9249,6762819793,42632,3,2.5,7.787796878181171,8.446126742982377,2.0,0,0,3,7,7.787796878181171,0.0,2009,0,122008,52.7503,-114.064,7.787796878181171,8.484876589939695,2,68,13.081543466215237
9250,6762826397,42632,5,1.75,7.346655163176539,8.85180655855245,1.0,0,0,3,7,6.93828448401696,6.255750041753367,1978,0,122034,52.7803,-114.546,7.346655163176539,8.85180655855245,2,50,12.671380893706852
9251,6762830920,42632,3,1.5,6.957497370876951,8.617219505483362,1.0,0,0,5,6,6.957497370876951,0.0,1969,0,122035,52.5908,-114.273,7.00397413672268,8.556606193773073,3,63,12.180759965737863
9252,6762811063,42633,5,2.25,8.092851027538384,9.714383043445341,2.0,0,2,5,9,7.81237820598861,6.68586094706836,1968,0,122057,52.7728,-114.426,8.213652703029998,9.793505261799899,3,80,13.981025843899115
9254,6762816954,42633,5,2.5,7.923348211930154,8.294299608857235,1.5,0,0,3,8,7.456454555176209,6.93828448401696,1926,2014,122044,52.8374,-114.489,7.427144133408616,8.294299608857235,3,64,13.26212705890841
9255,6762819131,42633,4,3.25,7.890208213109961,8.517593111437565,1.0,0,0,3,9,7.403061091090091,6.93828448401696,2013,0,122059,52.7966,-114.483,7.384610383176974,8.517593111437565,1,68,13.122365377402328
9256,6762826621,42633,2,1.0,6.769641976852503,8.885717651712119,1.0,0,0,3,7,6.769641976852503,0.0,1948,0,122038,52.9588,-114.521,7.1316985104669115,8.889170455363413,1,65,12.652362948153474
9258,6762810374,42634,4,4.5,8.258681496264236,9.632138041371906,2.0,0,4,3,11,7.9865049385539955,6.825460036255307,2004,0,122027,52.79,-114.351,8.229777750081887,9.60177416667137,2,60,14.346139397261565
9259,6762810673,42634,4,2.5,8.146419323098003,9.76428295481558,1.5,0,0,4,9,7.687538766201629,7.147559271189454,1964,0,122048,52.8269,-114.396,8.235095497258357,9.879758225836891,3,75,14.144815024531075
9260,6762811016,42634,2,2.25,7.6783263565068856,9.790430830243832,2.0,1,4,4,9,7.6783263565068856,0.0,1956,0,122052,52.732,-114.575,7.886457270977689,9.82720028436401,2,58,13.997832948091215
9261,6762811321,42634,4,2.75,8.414274137408396,8.517393171418904,2.5,0,2,3,8,8.092851027538384,7.123672785204607,1941,2000,122007,52.9152,-114.59,7.606387389772652,8.517393171418904,1,55,13.87378040948403
9262,6762811424,42634,5,2.5,8.02322468471667,9.012011377036412,1.0,0,4,4,8,7.409136443920128,7.244941546337007,1962,0,122027,52.7947,-114.345,7.9966538754626075,9.081711229379001,1,71,13.845070331079134
9263,6762811534,42634,3,3.25,8.19450550976564,9.003562174748238,2.0,0,0,4,10,7.912423121473705,6.792344427470809,1988,0,122057,52.8076,-114.404,7.621195162809845,8.236685322712457,3,65,13.811503540582295
9264,6762811912,42634,3,1.0,7.396948602621014,8.795430805040018,1.5,0,0,4,8,7.396948602621014,0.0,1912,0,122061,52.8651,-114.542,7.444833273892193,8.188966863648876,3,57,13.73755009757506
9266,6762812158,42634,4,2.75,7.8674885686991285,8.38958706681109,1.0,0,0,5,8,7.13966033596492,7.208600337960199,1920,0,122044,52.8458,-114.483,7.479299637782834,8.38958706681109,2,61,13.698977865303197
9267,6762812308,42634,4,4.0,8.191740021277457,9.458137510729049,2.0,0,0,3,10,8.191740021277457,0.0,2000,0,122020,52.8112,-114.183,8.169336395928386,9.374497958142467,3,71,13.676249640055394
9268,6762812338,42634,4,2.5,7.72356247227797,9.517898598432753,1.0,0,0,4,8,7.479299637782834,6.19644412779452,1974,0,122057,52.7736,-114.423,7.875119281040293,9.54652685348758,3,72,13.670485941982712
9269,6762812421,42634,4,2.75,7.7279755421055585,9.586445324777861,2.0,0,0,3,9,7.7279755421055585,0.0,1965,0,122057,52.7903,-114.412,7.8674885686991285,9.228278517107196,1,61,13.658857917508856
9270,6762812526,42634,3,3.5,8.010027528481734,8.651374372882257,2.0,0,0,3,10,8.010027528481734,0.0,2000,0,122030,52.8243,-114.34,7.930565854233965,8.54461378699223,3,56,13.650637094018627
9271,6762813026,42634,4,3.5,8.016647877057803,8.611593866837723,3.0,0,0,3,9,8.016647877057803,0.0,2014,0,122005,52.9403,-114.299,7.976251943745623,8.57828829077605,1,52,13.592305754774207
9272,6762813230,42634,2,3.25,8.006700845440367,10.08601742096504,1.0,0,0,3,10,7.787796878181171,6.3818160174060985,1952,0,122049,52.841,-114.347,8.359603270841466,10.106714070009978,3,79,13.567050480716235
9273,6762813374,42634,3,3.25,8.105005537547246,8.517393171418904,2.0,0,0,3,9,8.105005537547246,0.0,2006,0,122011,52.7858,-114.191,7.890208213109961,8.498621805830801,2,79,13.554147092530322
9274,6762813964,42634,3,2.0,7.886457270977689,8.517393171418904,1.5,0,3,3,8,7.57095858316901,6.580639137284949,1910,0,122009,52.8129,-114.572,7.7279755421055585,8.517393171418904,3,59,13.497370652597287
9275,6762814167,42634,4,3.0,7.594381242551817,8.699681400989514,2.0,0,2,4,8,7.465655310134056,5.484796933490655,1922,0,122016,52.7674,-114.58,7.565793282428515,8.732465848349879,2,61,13.480039220276565
9276,6762814199,42634,5,2.75,7.855932199718614,9.131621787264777,2.0,0,2,4,8,7.450660796211539,6.7580945044277305,1967,0,122030,52.8243,-114.323,7.714677473800927,9.139595967450425,3,51,13.477238101919994
9277,6762814440,42634,4,2.25,7.7752758464868625,9.695047867587114,1.0,0,0,3,7,7.340186835320115,6.734591659972948,1961,0,122029,52.8426,-114.31,7.7102051944325325,9.096723645189215,3,72,13.45869417545215
9278,6762814535,42634,2,2.0,7.484930283289661,8.24564690087386,1.5,0,0,3,7,6.8885724595653635,6.68586094706836,1922,0,122003,52.8774,-114.552,7.43307534889858,8.24564690087386,2,74,13.445896549926763
9279,6762815273,42634,3,2.0,7.83241092718792,8.696343057044556,1.0,0,0,3,8,7.490529402060711,6.594413459749778,1957,0,122009,52.8067,-114.573,7.372118028337787,8.657129031713755,3,74,13.384729180332174
9280,6762815906,42634,4,2.5,7.824445930877619,9.021960500598263,2.0,0,0,3,9,7.824445930877619,0.0,2013,0,122053,52.7427,-114.359,7.824445930877619,8.993054630146133,1,67,13.3374763699232
9281,6762816010,42634,4,2.25,7.754052639035757,8.85666093701725,1.0,0,0,4,8,7.280008252884188,6.78105762593618,1973,0,122027,52.792,-114.329,7.754052639035757,9.04793908261736,1,68,13.329379172803593
9282,6762816452,42634,7,4.0,7.897668150726906,9.294773427951013,1.0,0,0,4,8,7.897668150726906,0.0,1960,0,122010,52.9087,-114.358,7.518064181233078,9.290721483922995,3,58,13.29993701397577
9284,6762817211,42634,3,2.5,7.53955882930103,9.42294862137501,1.0,0,0,4,7,7.13966033596492,6.431331081933479,1967,0,122049,52.8201,-114.357,7.576097340623111,9.354613861132608,3,65,13.244582780038517
9285,6762817268,42634,4,2.5,7.930565854233965,8.966866554188723,2.0,0,3,3,9,7.930565854233965,0.0,2004,0,122008,52.7612,-114.051,8.058643712215618,8.968141414126814,2,62,13.241924387083285
9286,6762817309,42634,3,2.25,7.403061091090091,8.881975184248867,2.0,0,0,4,8,7.403061091090091,0.0,1985,0,122030,52.8248,-114.343,7.5126175446745105,9.032767522204432,1,53,13.237477967034438
9288,6762817846,42634,3,1.75,7.244941546337007,8.294299608857235,1.5,0,0,4,7,7.244941546337007,0.0,1925,0,122007,52.9202,-114.578,6.957497370876951,8.373553741214627,3,73,13.208542908506082
9289,6762818149,42634,1,1.0,6.825460036255307,8.517393171418904,1.0,0,3,4,7,6.825460036255307,0.0,1906,0,122028,52.9048,-114.542,7.544861068658458,8.517393171418904,2,66,13.190023895035274
9290,6762818460,42634,4,2.25,7.544861068658458,9.053686561930807,1.0,0,0,3,8,7.544861068658458,0.0,1967,0,122029,52.8628,-114.307,7.57095858316901,8.88336291691676,1,64,13.171155446333852
9291,6762818461,42634,4,2.5,7.669028288589683,8.956093075610639,2.0,0,0,3,8,7.669028288589683,0.0,1996,0,122038,52.9473,-114.528,7.43307534889858,8.958797346140274,3,62,13.171155446333852
9292,6762818869,42634,3,2.0,7.3783837129967145,8.414274137408396,1.0,0,0,3,7,6.898714534329988,6.415096959171596,1978,0,122028,52.9239,-114.53,7.365812837209472,8.425516402844334,2,53,13.1421679654829
9293,6762819132,42634,4,1.75,7.736743682453495,9.128696382935672,1.0,0,0,5,8,7.147559271189454,6.928537818164665,1969,0,122012,52.7628,-114.241,7.736743682453495,9.23024103368252,1,72,13.122365377402328
9294,6762819133,42634,3,1.75,7.333676395657684,9.591102867443976,1.0,0,0,3,7,7.00397413672268,6.066108090103747,1977,0,122005,52.9249,-114.309,7.484930283289661,8.999742789830492,1,70,13.122365377402328
9295,6762819652,42634,3,2.5,7.53955882930103,8.613048677059759,2.0,0,0,3,8,7.53955882930103,0.0,1988,0,122011,52.8037,-114.208,7.621195162809845,8.59637398929068,3,62,13.091906231773164
9296,6762819976,42634,3,2.5,7.664346632098617,8.990067695753655,2.0,0,0,3,8,7.664346632098617,0.0,1985,0,122005,52.9552,-114.296,7.664346632098617,8.936692688488204,3,57,13.07107218827772
9297,6762820143,42634,3,2.5,7.659642954564682,7.772752716468742,2.0,0,0,3,8,7.479299637782834,5.860786223465865,2005,0,122005,52.904,-114.332,7.816416983691801,8.020927718981577,1,57,13.060490101343552
9298,6762820144,42634,3,2.5,7.601402334583733,9.038958755220563,1.0,0,0,4,7,7.170888478512505,6.55250788703459,1968,0,122033,52.9389,-114.391,7.65491704784832,9.036106025364846,3,55,13.060490101343552
9299,6762820145,42634,4,2.5,7.81237820598861,9.052164937010307,2.0,0,0,3,8,7.81237820598861,0.0,2002,0,122014,52.9999,-114.482,7.43307534889858,9.087155271405804,1,65,13.060490101343552
9300,6762821145,42634,3,1.75,7.403061091090091,8.429454277108231,1.0,0,0,4,6,7.403061091090091,0.0,1916,0,122038,52.9361,-114.542,7.365812837209472,8.525359754082631,2,67,13.001327306361068
9301,6762821259,42634,3,1.5,7.72356247227797,8.575650760987806,1.0,0,0,3,7,7.0909098220799835,6.966967138613983,1940,0,122028,52.9056,-114.538,7.576097340623111,8.517393171418904,1,58,12.994532278619134
9302,6762821672,42634,3,1.75,7.273092595999522,8.300528606199737,1.0,0,0,4,6,6.580639137284949,6.580639137284949,1917,0,122064,52.797,-114.57,7.313886831633462,8.657129031713755,1,77,12.971542813248437
9303,6762822234,42634,3,2.25,7.518064181233078,9.341719450032562,2.0,0,0,3,8,7.518064181233078,0.0,1993,0,122025,52.7162,-113.987,7.67368812926773,9.341719450032562,3,52,12.940843898859598
9304,6762822263,42634,3,1.5,7.123672785204607,9.425532393502772,1.0,0,0,3,7,7.123672785204607,0.0,1958,0,122030,52.837,-114.322,7.403061091090091,9.169622538697624,3,75,12.937240300013613
9305,6762822392,42634,4,2.25,7.479299637782834,8.563504094279487,2.0,0,0,3,7,7.479299637782834,0.0,2007,0,122053,52.7437,-114.379,7.81237820598861,8.530109416682784,2,51,12.933382093776428
9306,6762822658,42634,3,2.5,7.635786861395585,8.454892165218858,2.0,0,0,3,7,7.635786861395585,0.0,2002,0,122008,52.7607,-114.065,7.7102051944325325,8.39795910349254,1,77,12.91164481522143
9307,6762822708,42634,3,1.75,7.252053951852814,9.629774129311743,1.0,0,0,3,7,7.252053951852814,0.0,1950,2014,122031,52.6481,-114.529,7.58629630715272,9.69836808706617,2,51,12.90917263218775
9308,6762822778,42634,3,2.25,7.208600337960199,7.951559331155252,2.0,0,0,3,7,7.208600337960199,0.0,2003,0,122045,52.9124,-114.226,7.409136443920128,8.037220031133012,2,71,12.901719200051183
9310,6762822855,42634,3,1.75,7.353081920515432,9.042749779782222,1.0,0,0,5,7,7.353081920515432,0.0,1970,0,122058,53.0069,-114.44,7.7102051944325325,9.481130576757746,2,71,12.899222326086994
9311,6762823030,42634,4,1.0,7.259116128097101,8.773229786032473,1.0,0,0,4,7,7.259116128097101,0.0,1953,0,122007,52.9288,-114.548,7.421177528595393,8.756367559802975,3,78,12.894209796826232
9312,6762823282,42634,3,1.5,7.074116816197362,8.94910546953925,1.0,0,0,4,7,7.074116816197362,0.0,1959,0,122030,52.8433,-114.323,7.32052696227274,9.082620630373812,1,61,12.873904582205107
9314,6762824277,42634,3,1.0,6.85751406254539,9.042040056544483,1.0,0,0,3,7,6.85751406254539,0.0,1962,0,122010,52.9184,-114.376,7.384610383176974,9.218407743053941,2,65,12.807655372286902
9315,6762824338,42634,4,2.25,7.467942332285852,9.237079669165805,1.5,0,0,4,8,7.467942332285852,0.0,1968,0,122014,52.9912,-114.5,7.467942332285852,9.223059144383958,3,50,12.804911893867851
9316,6762824346,42634,4,2.5,7.893945138235959,8.94910546953925,2.0,0,0,4,8,7.893945138235959,0.0,1990,0,122067,52.6394,-114.36,7.783640596221253,8.94910546953925,3,68,12.803537326983564
9318,6762824443,42634,3,1.5,7.215975002651466,8.699681400989514,1.0,0,0,3,6,6.7580945044277305,6.2166061010848646,1911,0,122028,52.9146,-114.535,7.353081920515432,8.006700845440367,1,57,12.793862088206213
9319,6762824762,42634,3,2.25,7.550135342488429,8.24301946898925,2.0,0,0,3,7,7.550135342488429,0.0,2006,0,122015,52.7166,-114.35,7.576097340623111,8.24301946898925,1,70,12.77422616877261
9321,6762825126,42634,3,1.0,7.208600337960199,9.05742226555147,1.0,0,0,5,6,7.208600337960199,0.0,1944,0,122050,52.9912,-114.552,7.640603826393634,9.042158378735948,3,56,12.75275081654168
9322,6762825245,42634,3,2.5,7.550135342488429,8.555451903533328,2.0,0,0,3,7,7.550135342488429,0.0,2004,0,122046,52.6691,-114.307,7.7102051944325325,8.555451903533328,1,80,12.746945301848456
9323,6762825597,42634,4,2.5,7.714677473800927,9.180087328805161,2.0,0,0,3,9,7.714677473800927,0.0,1989,0,122018,52.5386,-114.582,7.714677473800927,9.149634496858788,3,58,12.721888795877375
9324,6762825896,42634,3,2.5,7.456454555176209,8.188966863648876,2.0,0,0,3,8,7.456454555176209,0.0,2014,0,122052,52.7314,-114.53,7.616283561580385,8.188966863648876,1,55,12.706184076774942
9325,6762826043,42634,4,1.0,7.333676395657684,9.39607277189222,1.0,0,0,3,7,7.030857476116121,5.993961427306569,1957,0,122059,52.7807,-114.488,7.340186835320115,8.715388097366482,1,67,12.691583538230217
9326,6762826239,42634,3,2.0,7.107425474110705,8.938662873666118,1.0,0,0,3,6,6.580639137284949,6.2166061010848646,1947,2014,122031,52.6864,-114.542,7.403061091090091,8.938662873666118,1,67,12.677952638304316
9327,6762826446,42634,4,2.5,7.749753406274437,8.906528917594517,2.0,0,0,3,8,7.749753406274437,0.0,1987,0,122040,52.5732,-114.506,7.7102051944325325,8.937875265329263,2,66,12.663500657121004
9328,6762826495,42634,3,2.5,7.576097340623111,9.171495588152615,2.0,0,0,3,7,7.576097340623111,0.0,1992,0,122067,52.6368,-114.37,7.544861068658458,8.872627365918836,1,73,12.660331092405906
9329,6762827127,42634,3,1.5,7.186144304522325,9.619399015594476,1.0,0,0,3,7,7.186144304522325,0.0,1979,0,122021,52.9705,-114.285,7.1316985104669115,9.500693872983122,2,55,12.611541086966115
9330,6762827654,42634,3,2.25,7.421177528595393,8.79497643168877,2.0,0,0,4,7,7.421177528595393,0.0,1990,0,122035,52.5904,-114.279,7.421177528595393,8.82497196556714,2,69,12.574185427296195
9331,6762827698,42634,4,2.25,7.7279755421055585,9.392495248213038,1.0,0,2,4,7,7.340186835320115,6.594413459749778,1959,0,122043,52.6395,-114.486,7.560601162768557,9.173157580848466,3,55,12.567240979056246
9332,6762827871,42634,4,2.5,7.444833273892193,8.160803920954665,2.0,0,0,3,7,7.444833273892193,0.0,2014,0,122072,52.5748,-114.407,7.444833273892193,8.160803920954665,3,58,12.552852292101369
9333,6762827878,42634,2,1.0,6.55250788703459,8.689632748355741,1.0,0,0,3,7,6.55250788703459,0.0,1948,0,122038,52.9589,-114.527,6.976348070447749,8.698847859222488,3,64,12.550197667605076
9334,6762828161,42634,2,1.0,6.966967138613983,8.780326390946605,1.0,0,0,3,6,6.966967138613983,0.0,1950,0,122014,52.9712,-114.517,7.00397413672268,8.881975184248867,1,55,12.524722721008256
9335,6762828539,42634,4,1.75,7.427144133408616,9.207034914967457,1.0,0,0,3,7,7.00397413672268,6.364750756851911,1977,0,122043,52.6223,-114.501,7.783640596221253,9.246672301223573,1,51,12.498745990829315
9336,6762828644,42634,3,1.0,7.244941546337007,9.154933364704444,1.0,0,0,3,7,6.966967138613983,5.831882477283517,1961,0,122056,52.7419,-114.511,7.359467638255621,8.94910546953925,1,55,12.487488878546145
9337,6762828740,42634,3,1.75,7.307202314764738,8.24301946898925,1.0,0,0,3,6,6.55250788703459,6.673297967767654,1913,0,122051,52.7854,-114.46,7.687538766201629,8.294299608857235,2,75,12.479913113434042
9338,6762828832,42634,3,1.75,7.682943169878292,9.212238569259263,1.0,0,0,4,7,7.396948602621014,6.293419278846481,1978,0,122039,52.5387,-114.454,7.6255950721324535,9.633252393688068,1,61,12.468440756144114
9339,6762829037,42634,4,2.5,7.365812837209472,8.962007209588313,1.0,0,0,4,7,7.365812837209472,0.0,1959,0,122015,52.711,-114.353,7.186144304522325,8.962007209588313,3,59,12.449022745701502
9340,6762829091,42634,3,2.5,7.492760300922379,8.470101583882387,2.0,0,0,3,7,7.492760300922379,0.0,2005,0,122039,52.5352,-114.473,8.17695386822578,8.478036476215044,1,62,12.448826648813323
9341,6762829104,42634,3,2.5,7.353081920515432,9.269457976459272,2.0,0,0,3,7,7.353081920515432,0.0,1994,0,122035,52.5872,-114.351,7.215975002651466,9.269457976459272,1,69,12.445093483000798
9342,6762829581,42634,3,1.75,7.346655163176539,7.552762084214147,2.0,0,0,3,7,7.346655163176539,0.0,2005,0,122042,52.6631,-114.385,7.346655163176539,7.532088143541722,2,59,12.398761113062513
9343,6762830091,42634,3,1.75,7.32052696227274,9.194007717355285,2.0,0,0,3,7,7.32052696227274,0.0,1989,0,122039,52.4876,-114.445,7.293697720601438,8.994048295611075,1,80,12.33270970174018
9344,6762830282,42634,4,2.5,7.664346632098617,9.116139576577355,1.0,0,0,3,8,7.1631723908466425,6.734591659972948,1978,0,122065,52.6115,-114.359,7.479299637782834,8.94910546953925,3,67,12.301387370778713
